#target name                                          accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#---------------------------------------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
ERZ477576.82341-NODE-82341-length-674-cov-3.23102     -         SSU_rRNA_bacteria    RF00177   hmm        4      362      343        1      -     -    6 0.54   0.2  241.1   1.2e-69 !   -
ERZ477576.550484-NODE-550484-length-270-cov-20.4186   -         SSU_rRNA_bacteria    RF00177   hmm     1147     1413      269        2      -     -    6 0.56   0.0  240.8   1.5e-69 !   -
ERZ477576.516073-NODE-516073-length-278-cov-11.1166   -         SSU_rRNA_bacteria    RF00177   hmm     1153     1427      277        3      -     -    6 0.55   0.0  240.2   2.2e-69 !   -
ERZ477576.1398-NODE-1398-length-7523-cov-11.0457      -         SSU_rRNA_bacteria    RF00177   hmm        4      366     7147     7521      +     -    6 0.53   0.4  225.6   5.7e-65 !   -
ERZ477576.187609-NODE-187609-length-445-cov-47.0615   -         SSU_rRNA_bacteria    RF00177   hmm        4      355       96      445      +     -    6 0.53   0.2  221.0   1.4e-63 !   -
ERZ477576.51753-NODE-51753-length-862-cov-8.89095     -         SSU_rRNA_bacteria    RF00177   hmm        5      363      329        2      -     -    6 0.54   0.2  220.5   1.9e-63 !   -
ERZ477576.432642-NODE-432642-length-301-cov-1.44309   -         SSU_rRNA_bacteria    RF00177   hmm      749     1044      300        1      -     -    6 0.54   0.1  217.0   2.2e-62 !   -
ERZ477576.112229-NODE-112229-length-576-cov-4.77159   -         SSU_rRNA_bacteria    RF00177   hmm     1230     1532      576      282      -     -    6 0.49   0.0  215.5   6.2e-62 !   -
ERZ477576.564133-NODE-564133-length-267-cov-84.4811   -         SSU_rRNA_bacteria    RF00177   hmm     1148     1413      266        2      -     -    6 0.52   0.0  214.9   9.4e-62 !   -
ERZ477576.111761-NODE-111761-length-577-cov-12.023    -         SSU_rRNA_bacteria    RF00177   hmm        5      355      321        2      -     -    6 0.56   0.3  214.2   1.5e-61 !   -
ERZ477576.343010-NODE-343010-length-334-cov-2.36559   -         SSU_rRNA_bacteria    RF00177   hmm     1255     1532      332       55      -     -    6 0.52   0.0  212.5   5.2e-61 !   -
ERZ477576.4856-NODE-4856-length-3642-cov-5.57708      -         SSU_rRNA_bacteria    RF00177   hmm        4      355     3287     3641      +     -    6 0.47   0.0  212.4   5.4e-61 !   -
ERZ477576.24731-NODE-24731-length-1323-cov-27.8738    -         SSU_rRNA_bacteria    RF00177   hmm        5      355      335        2      -     -    6 0.48   0.0  211.6   9.9e-61 !   -
ERZ477576.310243-NODE-310243-length-350-cov-2.68136   -         SSU_rRNA_bacteria    RF00177   hmm       11      355      350        2      -     -    6 0.48   0.0  209.9   3.1e-60 !   -
ERZ477576.652776-NODE-652776-length-250-cov-6.31282   -         SSU_rRNA_bacteria    RF00177   hmm      841     1087        3      249      +     -    6 0.55   0.0  209.4   4.3e-60 !   -
ERZ477576.559485-NODE-559485-length-268-cov-84.5446   -         SSU_rRNA_bacteria    RF00177   hmm      934     1200        2      268      +     -    6 0.52   0.0  208.8   6.9e-60 !   -
ERZ477576.49548-NODE-49548-length-883-cov-4.22947     -         SSU_rRNA_bacteria    RF00177   hmm        4      355      355        2      -     -    6 0.49   0.0  208.4   9.1e-60 !   -
ERZ477576.29674-NODE-29674-length-1187-cov-3.40283    -         SSU_rRNA_bacteria    RF00177   hmm        4      338      319        1      -     -    6 0.52   0.1  206.4   3.5e-59 !   -
ERZ477576.573272-NODE-573272-length-265-cov-93.7048   -         SSU_rRNA_bacteria    RF00177   hmm      879     1144        1      263      +     -    6 0.50   0.0  205.5   6.6e-59 !   -
ERZ477576.23714-NODE-23714-length-1356-cov-17.9716    -         SSU_rRNA_bacteria    RF00177   hmm        5      338     1052     1356      +     -    6 0.55   0.1  204.9   9.9e-59 !   -
ERZ477576.555167-NODE-555167-length-269-cov-2.43458   -         SSU_rRNA_bacteria    RF00177   hmm     1239     1504      269        2      -     -    6 0.59   0.1  202.6   4.9e-58 !   -
ERZ477576.44808-NODE-44808-length-933-cov-5.70159     -         SSU_rRNA_bacteria    RF00177   hmm        4      355      357        2      -     -    6 0.49   0.0  201.6   9.8e-58 !   -
ERZ477576.776224-NODE-776224-length-233-cov-9.70787   -         SSU_rRNA_bacteria    RF00177   hmm     1181     1413        1      232      +     -    6 0.58   0.0  199.3   4.9e-57 !   -
ERZ477576.546102-NODE-546102-length-271-cov-4.15741   -         SSU_rRNA_bacteria    RF00177   hmm      522      792        1      271      +     -    6 0.53   0.6  198.9   6.4e-57 !   -
ERZ477576.465890-NODE-465890-length-291-cov-19.6398   -         SSU_rRNA_bacteria    RF00177   hmm      522      811        1      290      +     -    6 0.44   0.1  198.8   7.2e-57 !   -
ERZ477576.469475-NODE-469475-length-290-cov-4.02979   -         SSU_rRNA_bacteria    RF00177   hmm      215      480      276        3      -     -    6 0.50   0.1  197.4   1.8e-56 !   -
ERZ477576.546091-NODE-546091-length-271-cov-4.93519   -         SSU_rRNA_bacteria    RF00177   hmm      522      792      271        1      -     -    6 0.50   0.6  194.6   1.3e-55 !   -
ERZ477576.784680-NODE-784680-length-232-cov-31.4181   -         SSU_rRNA_bacteria    RF00177   hmm     1182     1413        1      231      +     -    6 0.53   0.0  192.8   4.5e-55 !   -
ERZ477576.554960-NODE-554960-length-269-cov-106.164   -         SSU_rRNA_bacteria    RF00177   hmm      935     1201        1      269      +     -    6 0.53   0.0  191.8   9.5e-55 !   -
ERZ477576.225439-NODE-225439-length-407-cov-28.8949   -         SSU_rRNA_bacteria    RF00177   hmm     1290     1532      407      161      -     -    6 0.57   0.0  191.7   9.6e-55 !   -
ERZ477576.811951-NODE-811951-length-229-cov-3.0977    -         SSU_rRNA_bacteria    RF00177   hmm     1182     1410        1      228      +     -    6 0.56   0.0  191.7   9.8e-55 !   -
ERZ477576.462300-NODE-462300-length-292-cov-24.8228   -         SSU_rRNA_bacteria    RF00177   hmm       14      338        1      292      +     -    6 0.57   0.1  191.2   1.4e-54 !   -
ERZ477576.677958-NODE-677958-length-246-cov-31.9215   -         SSU_rRNA_bacteria    RF00177   hmm     1293     1532        2      241      +     -    6 0.54   0.0  190.8   1.8e-54 !   -
ERZ477576.163197-NODE-163197-length-477-cov-9.62559   -         SSU_rRNA_bacteria    RF00177   hmm     1293     1532        2      241      +     -    6 0.53   0.0  188.7     8e-54 !   -
ERZ477576.49743-NODE-49743-length-881-cov-30.6707     -         SSU_rRNA_bacteria    RF00177   hmm     1293     1532        2      241      +     -    6 0.54   0.0  187.8   1.5e-53 !   -
ERZ477576.629272-NODE-629272-length-254-cov-22.2312   -         SSU_rRNA_bacteria    RF00177   hmm     1091     1345      254        1      -     -    6 0.54   0.0  187.2   2.3e-53 !   -
ERZ477576.338634-NODE-338634-length-336-cov-3.10676   -         SSU_rRNA_bacteria    RF00177   hmm      837     1110       49      315      +     -    6 0.49   0.0  187.0   2.6e-53 !   -
ERZ477576.22679-NODE-22679-length-1395-cov-34.8328    -         SSU_rRNA_bacteria    RF00177   hmm     1293     1532        2      241      +     -    6 0.52   0.0  185.8   5.9e-53 !   -
ERZ477576.117634-NODE-117634-length-563-cov-1.26181   -         SSU_rRNA_bacteria    RF00177   hmm        4      328      239      563      +     -    6 0.49   0.1  185.3   8.5e-53 !   -
ERZ477576.89408-NODE-89408-length-646-cov-5.41794     -         SSU_rRNA_bacteria    RF00177   hmm      644     1111      521       46      -     -    6 0.45   0.0  184.8   1.2e-52 !   -
ERZ477576.27627-NODE-27627-length-1236-cov-12.011     -         SSU_rRNA_bacteria    RF00177   hmm     1291     1532     1236      995      -     -    6 0.55   0.0  183.3   3.4e-52 !   -
ERZ477576.266219-NODE-266219-length-376-cov-60.1277   -         SSU_rRNA_bacteria    RF00177   hmm     1291     1532      376      143      -     -    6 0.56   0.0  183.1     4e-52 !   -
ERZ477576.679082-NODE-679082-length-246-cov-1.65969   -         SSU_rRNA_bacteria    RF00177   hmm      484      725      245        3      -     -    6 0.55   0.3  175.9   5.7e-50 !   -
ERZ477576.1060556-NODE-1060556-length-206-cov-2.2649  -         SSU_rRNA_bacteria    RF00177   hmm      341      564        1      206      +     -    6 0.57   0.2  175.1   9.9e-50 !   -
ERZ477576.832134-NODE-832134-length-227-cov-1.5407    -         SSU_rRNA_bacteria    RF00177   hmm     1077     1301        2      226      +     -    6 0.58   0.0  173.4   3.4e-49 !   -
ERZ477576.564234-NODE-564234-length-267-cov-3.17453   -         SSU_rRNA_bacteria    RF00177   hmm      611      876      267        1      -     -    6 0.48   0.0  173.1   4.1e-49 !   -
ERZ477576.999133-NODE-999133-length-211-cov-80.1731   -         SSU_rRNA_bacteria    RF00177   hmm      315      542      210        1      -     -    6 0.58   0.4  172.3     7e-49 !   -
ERZ477576.1035456-NODE-1035456-length-208-cov-8.69935 -         SSU_rRNA_bacteria    RF00177   hmm      739      944        2      208      +     -    6 0.54   0.1  171.6   1.1e-48 !   -
ERZ477576.503698-NODE-503698-length-281-cov-3.99558   -         SSU_rRNA_bacteria    RF00177   hmm       14      312        1      280      +     -    6 0.56   0.2  170.6   2.3e-48 !   -
ERZ477576.620564-NODE-620564-length-256-cov-1.24876   -         SSU_rRNA_bacteria    RF00177   hmm      102      375      256        1      -     -    6 0.51   0.1  168.8     8e-48 !   -
ERZ477576.203856-NODE-203856-length-428-cov-1.10724   -         SSU_rRNA_bacteria    RF00177   hmm      737      988      425        7      -     -    6 0.40   0.1  168.8   8.4e-48 !   -
ERZ477576.812766-NODE-812766-length-229-cov-1.79885   -         SSU_rRNA_bacteria    RF00177   hmm     1159     1385      227        1      -     -    6 0.56   0.0  168.1   1.3e-47 !   -
ERZ477576.618534-NODE-618534-length-256-cov-2.25373   -         SSU_rRNA_bacteria    RF00177   hmm     1229     1481        1      255      +     -    6 0.54   0.0  166.7   3.6e-47 !   -
ERZ477576.1073232-NODE-1073232-length-201-cov-2.88356 -         SSU_rRNA_bacteria    RF00177   hmm     1181     1381        1      201      +     -    6 0.56   0.0  163.1   4.2e-46 !   -
ERZ477576.737126-NODE-737126-length-238-cov-1.47541   -         SSU_rRNA_bacteria    RF00177   hmm     1032     1275        4      237      +     -    6 0.51   0.0  160.9     2e-45 !   -
ERZ477576.1067645-NODE-1067645-length-206-cov-1.03311 -         SSU_rRNA_bacteria    RF00177   hmm      665      871      206        1      -     -    6 0.54   0.0  160.8   2.2e-45 !   -
ERZ477576.304771-NODE-304771-length-353-cov-2.11409   -         SSU_rRNA_bacteria    RF00177   hmm        4      298      272        1      -     -    6 0.48   0.0  156.0   5.8e-44 !   -
ERZ477576.559564-NODE-559564-length-268-cov-3.24413   -         SSU_rRNA_bacteria    RF00177   hmm        6      272        7      268      +     -    6 0.51   0.0  150.4   2.9e-42 !   -
ERZ477576.989434-NODE-989434-length-212-cov-1.54777   -         SSU_rRNA_bacteria    RF00177   hmm      370      599        1      212      +     -    6 0.48   0.1  149.0   7.9e-42 !   -
ERZ477576.149159-NODE-149159-length-499-cov-2.0473    -         SSU_rRNA_bacteria    RF00177   hmm        5      289      268        1      -     -    6 0.50   0.0  146.9   3.4e-41 !   -
ERZ477576.1073460-NODE-1073460-length-198-cov-49.7063 -         SSU_rRNA_bacteria    RF00177   hmm      895     1087        1      197      +     -    6 0.57   0.0  146.8   3.7e-41 !   -
ERZ477576.357132-NODE-357132-length-328-cov-1.48718   -         SSU_rRNA_bacteria    RF00177   hmm     1211     1520      325        1      -     -    6 0.36   0.0  145.7   7.5e-41 !   -
ERZ477576.1075472-NODE-1075472-length-182-cov-25.5276 -         SSU_rRNA_bacteria    RF00177   hmm      907     1087        1      181      +     -    6 0.54   0.0  144.3     2e-40 !   -
ERZ477576.363640-NODE-363640-length-325-cov-2.78889   -         SSU_rRNA_bacteria    RF00177   hmm        3      262       65      324      +     -    6 0.55   0.1  144.1   2.3e-40 !   -
ERZ477576.1075753-NODE-1075753-length-180-cov-3.488   -         SSU_rRNA_bacteria    RF00177   hmm      759      941        1      180      +     -    6 0.52   0.1  143.9   2.8e-40 !   -
ERZ477576.64790-NODE-64790-length-765-cov-1.51549     -         SSU_rRNA_bacteria    RF00177   hmm        4      296      264        1      -     -    6 0.48   0.0  143.0   5.1e-40 !   -
ERZ477576.455280-NODE-455280-length-294-cov-3.59414   -         SSU_rRNA_bacteria    RF00177   hmm       20      308      294        2      -     -    6 0.48   0.0  143.0   5.2e-40 !   -
ERZ477576.1048116-NODE-1048116-length-207-cov-2.15789 -         SSU_rRNA_bacteria    RF00177   hmm     1089     1298      206        2      -     -    6 0.47   0.0  141.5   1.4e-39 !   -
ERZ477576.357409-NODE-357409-length-328-cov-1.32601   -         SSU_rRNA_bacteria    RF00177   hmm      379      701      327        3      -     -    6 0.43   0.2  141.2   1.7e-39 !   -
ERZ477576.574-NODE-574-length-12354-cov-19.6544       -         SSU_rRNA_bacteria    RF00177   hmm        4      274      267        1      -     -    6 0.50   0.1  138.1   1.5e-38 !   -
ERZ477576.1072901-NODE-1072901-length-204-cov-2.61074 -         SSU_rRNA_bacteria    RF00177   hmm      340      534      204        2      -     -    6 0.51   0.1  137.6   2.1e-38 !   -
ERZ477576.1073268-NODE-1073268-length-201-cov-1.77397 -         SSU_rRNA_bacteria    RF00177   hmm      513      712      201        2      -     -    6 0.51   0.6  130.5   3.1e-36 !   -
ERZ477576.1079658-NODE-1079658-length-155-cov-50.07   -         SSU_rRNA_bacteria    RF00177   hmm     1050     1205      155        2      -     -    6 0.55   0.0  127.2   3.1e-35 !   -
ERZ477576.1074477-NODE-1074477-length-190-cov-13.7556 -         SSU_rRNA_bacteria    RF00177   hmm     1348     1532        3      187      +     -    6 0.54   0.0  126.6   4.6e-35 !   -
ERZ477576.1077371-NODE-1077371-length-168-cov-38.2124 -         SSU_rRNA_bacteria    RF00177   hmm     1068     1235        1      167      +     -    6 0.56   0.0  125.7   8.3e-35 !   -
ERZ477576.35705-NODE-35705-length-1062-cov-36.4359    -         SSU_rRNA_bacteria    RF00177   hmm     1348     1532     1060      876      -     -    6 0.57   0.0  125.7   8.5e-35 !   -
ERZ477576.1079200-NODE-1079200-length-157-cov-22.6373 -         SSU_rRNA_bacteria    RF00177   hmm      767      922        1      157      +     -    6 0.52   0.0  123.5   3.9e-34 !   -
ERZ477576.16099-NODE-16099-length-1731-cov-18.472     -         SSU_rRNA_bacteria    RF00177   hmm     1357     1532        3      178      +     -    6 0.62   0.0  123.0   5.6e-34 !   -
ERZ477576.46272-NODE-46272-length-917-cov-8.60557     -         SSU_rRNA_bacteria    RF00177   hmm     1360     1531      917      746      -     -    6 0.57   0.0  122.6   7.5e-34 !   -
ERZ477576.4677-NODE-4677-length-3735-cov-57.7489      -         SSU_rRNA_bacteria    RF00177   hmm     1362     1532     3735     3565      -     -    6 0.54   0.0  122.0   1.1e-33 !   -
ERZ477576.5047-NODE-5047-length-3565-cov-6.33989      -         SSU_rRNA_bacteria    RF00177   hmm        5      260     3339     3565      +     -    6 0.54   0.1  121.4   1.8e-33 !   -
ERZ477576.1079790-NODE-1079790-length-154-cov-49.2626 -         SSU_rRNA_bacteria    RF00177   hmm      758      914        1      154      +     -    6 0.51   0.0  117.8   2.1e-32 !   -
ERZ477576.1077121-NODE-1077121-length-170-cov-64.0696 -         SSU_rRNA_bacteria    RF00177   hmm      213      366       15      168      +     -    6 0.51   0.0  117.6   2.5e-32 !   -
ERZ477576.1080938-NODE-1080938-length-148-cov-5.49462 -         SSU_rRNA_bacteria    RF00177   hmm     1055     1202      148        1      -     -    6 0.55   0.0  117.4   2.7e-32 !   -
ERZ477576.699972-NODE-699972-length-243-cov-1.47872   -         SSU_rRNA_bacteria    RF00177   hmm       91      305      224        2      -     -    6 0.52   0.0  116.4   5.7e-32 !   -
ERZ477576.721154-NODE-721154-length-240-cov-1.70811   -         SSU_rRNA_bacteria    RF00177   hmm     1240     1431      240       50      -     -    6 0.47   0.0  116.3   6.1e-32 !   -
